Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
505,Literature survey to the materials used in laser-assisted additive manufacturing processes for the production of nuclear materials,"K Satvik, P Mathur, A Mahawar, K Singh…",… Physical Journal Plus,2021,"In this research, we focussed on producing nuclear products through the most rapidly growing technology, “additive manufacturing (AM)”. AM has successfully entered almost all …",,,,,,,,,,,,,,
506,The Future of B2C e-commerce: unveiling the potential of emerging technologies and innovative startups,R Ceriani,,2023,"Over the last few years, the retail industry has undergone significant transformations that have strongly modified its competitive dynamics and its critical success factors. The creation of …",,,,,,,,,,,,,,
507,Artificial neural networks as models of information processing in biological neural networks,"L Snoek, S Scholte",,2017,1 Abstract Artificial neural networks (ANNs) are a set of computational models that were inspired by the principle of distributed processing as observed in biological neural circuits (Bailer…,,,,,,,,,,,,,,
508,The role of cloud computing in knowledge management for small and medium enterprises: a systematic literature review,"M Saratchandra, A Shrestha",Journal of Knowledge Management,2022,Purpose Knowledge management (KM) is widely adopted by organisations to improve their performance and make informed decisions. Prior research has confirmed that Information …,,,,,,,,,,,,,,
509,New technologies and 21st century children: Recent trends and outcomes,JH Graafland,,2018,This paper provides a synthesis of the literature on and recent trends in new technologies and its effect on 21st century children (0-18 years old). It begins by providing an overview of …,,,,,,,,,,,,,,
510,The leading global health challenges in the artificial intelligence era,AM Zaidan,Frontiers in Public Health,2023,"Millions of people’s health is at risk because of several factors and multiple overlapping crises, all of which hit the vulnerable the most. These challenges are dynamic and evolve in …",,,,,,,,,,,,,,
511,Expansive and contractive postures and movement: A systematic review and meta-analysis of the effect of motor displays on affective and behavioral responses,"E Elkjær, MB Mikkelsen, J Michalak…",Perspectives on …,2022,"This review and meta-analysis explores the experimental effects of expansive and contractive motor displays on affective, hormonal, and behavioral responses. Experimental studies …",,,,,,,,,,,,,,
512,Enhancing Smart Grid Efficiency Through Innovative Data Management And Analytics For Demand Energy Management,"K Aravind, HP Thethi, CP Kumar…",… and Informatics (IC3I …,2024,"… types of network attacks. The last related major worry is data recovery if the cloud service fails. … on the upper extremities of a humanoid robot. Discover Applied Sciences, 6(4), 1-18. …",,,,,,,,,,,,,,
513,Artifact removal in physiological signals—Practices and possibilities,"KT Sweeney, TE Ward…",IEEE transactions on …,2012,"… Flutter After Acute Stroke and Transient Ischemic Attack,” American Heart Association, 2004. [… Chalodhorn, and RPN Rao, “Control of a humanoid robot by a noninvasive brain-computer …",,,,,,,,,,,,,,
514,Artificial Intelligence in Gerontology: Data-Driven Health Management and Precision Medicine,"S Zhang, L Wu, Z Zhao, JRF Massó, M Chen",Advances in Gerontology,2025,"… In the management of cardiovascular disease, AI can forecast the risk of heart attacks and … (ECG) data to detect the risk of heart attacks in advance. Additionally, AI, through deep …",,,,,,,,,,,,,,
515,Recent advances in the investigation of poly (lactic acid)(PLA) nanocomposites: incorporation of various nanofillers and their properties and applications,"ND Bikiaris, I Koumentakou, C Samiotaki…",Polymers,2023,… The authors highlighted that this method can be facilitated to build humanoid robot structures with electrical circuitry. Enhanced electrical conductivity (3.76 S/m) was also claimed by …,,,,,,,,,,,,,,
516,Prediction and Detection of Epilepsy Seizures Using Deep Learning Based Convolutional Neural Networks Models,"S Sharma, A Kaur",… on Artificial Intelligence for Innovations in …,2023,"… SHAP algorithms to predict Epileptic Seizure attack from universal data. • … ,”CNN and LSTM Based Facial Expression Analysis Model for a Humanoid Robot”, IEEE, vol. 7, 2019. …",,,,,,,,,,,,,,
517,"The Markov blankets of life: autonomy, active inference and the free energy principle","M Kirchhoff, T Parr, E Palacios…",Journal of The …,2018,"This work addresses the autonomous organization of biological systems. It does so by considering the boundaries of biological systems, from individual cells to Home sapiens, in terms …",,,,,,,,,,,,,,
518,Extraction of Methylparaben and Propylparaben using Magnetic Nanoparticles,"R Darraj, M Haroun, A Abbod, I Al Ghoraibi",Clinical Medicine And …,2025,"Parabens, notably methylparaben (MP) and propylparaben (PP), are being extensively utilized as preservatives in pharmaceuticals, cosmetics, and personal care products because of …",,,,,,,,,,,,,,
519,Europe's mediation junction: technology and consumer society in the 20th century,"R Oldenziel, AA de la Bruhèze, O De Wit",History and Technology,2005,"This article reviews the literature on the relationship between consumption and technological development to understand the character of Europe’s 20th?century trajectory, ie the hidden …",,,,,,,,,,,,,,
520,"Learning in audio-visual context: A review, analysis, and new perspective","Y Wei, D Hu, Y Tian, X Li",arXiv preprint arXiv:2208.09579,2022,"… In addition, the deepfake attack, which aims to automatically manipulate the face in a video, … in personality identity provides a solution for defending against this attack. Kong et al. [106] …",,,,,,,,,,,,,,
521,A systematic review of CALL in English as a second language: Focus on primary and secondary education,"E Macaro, Z Handley, C Walter",Language Teaching,2012,"After explaining why consideration of the use of technology in second language (L2) teaching in the primary and secondary sectors is necessary, this systematic review presents a …",,,,,,,,,,,,,,
522,Emerging self-powered piezoelectric based nanobiomaterials as a platform for accelerated wound healing: recent advances and future perspectives,"S Mohanty, S Pattnaik, D Rout, S Praharaj…",… Journal of Polymeric …,2024,"… Second, by releasing Ag + and generating ROS, it can attack many locations in bacteria. Results showed that the piezoelectric capabilities of the PVDF/Ag-pBT scaffold were improved, …",,,,,,,,,,,,,,
523,Psychological interventions for needle?related procedural pain and distress in children and adolescents,"KA Birnie, M Noel, CT Chambers…",… of systematic reviews,2018,… Protection against a particular disease or treatment of an organism by protecting against certain pathogen attacks; the introduction of microorganisms that have previously been treated …,,,,,,,,,,,,,,
524,"Loneliness, social isolation and risk of cardiovascular disease in the English Longitudinal Study of Ageing","NK Valtorta, M Kanaan, S Gilbody…",European journal of …,2018,"… New heart problem diagnoses included angina, heart attack, congestive heart failure, a heart murmur, an abnormal heart rhythm or any other heart trouble. Studies have found that …",,,,,,,,,,,,,,
525,Mycoremediation as a potentially promising technology: current status and prospects—a review,"SO Akpasi, IMS Anekwe, EK Tetteh, UO Amune…",Applied Sciences,2023,"Global environmental pollutants are becoming intense because of the increasing human population, urbanisation, and industrialisation. Human health and the ecosystem are affected …",,,,,,,,,,,,,,
526,Current Status of Research on Marine Intelligent Unmanned Equipment Detection Based on Multi-Physics Fields,"W Yuyang, JI Fang, LU Shaoqing…",?????? …,2024,"The marine intelligent unmanned equipment represented by unmanned undersea vehicles and unmanned surface vessels have the characteristics of large number, small size, high …",,,,,,,,,,,,,,
527,A survey on industrial information integration 2016–2019,Y Chen,Journal of Industrial Integration and Management,2020,"Industrial information integration engineering (IIIE) is a set of foundational concepts and techniques that facilitate the industrial information integration process. In recent years, many …",,,,,,,,,,,,,,
528,Integration of conventional lithography and printing processes as a key enabling technology for printed and flexible sensing systems,BB Narakathu,,2014,"Sensors, which are used ubiquitously in a wide variety of applications, are revolutionizing the already ever-changing world we live in by providing real-time information about our …",,,,,,,,,,,,,,
529,"SPECIAL ISSUE ON RECENT ADVANCES IN PETRI NETS, AUTOMATA, AND DISCRETE-EVENT HYBRID SYSTEMS","R Wisniewski, M Zhou, L Gomes, MP Fanti, R Kumar…",ieeexplore.ieee.org,,… A2G2V: Automatic Attack Graph Generation and Visualization and Its Applications to … A Humanoid Robot Learns to Recover Perturbation During Swinging Motion . . . . . . . . . . . . . . …,,,,,,,,,,,,,,
